replicasConfiguradas;pedidosPorHoraConfigurados;duracionPicoMin;horizonteMin;personasArmadoConfiguradas;planchasConfiguradas;hamburguesasMinConfiguradas;hamburguesasMaxConfiguradas;porcentajeEspecialesConfigurado;porcentajePapasConfigurado;factorCongestionConfigurado;tipo;cocineros;replica;cantidadPedidos;pedidosTerminados;tiempoPromedioPedido;tiempoMaximoPedido;colaCoccionMaxima;colaArmadoMaxima;porcentajeMas20Min;porcentajeMas35Min;porcentajeMas120Min;utilizacionPlancha;utilizacionFreidora;utilizacionArmado;balancePedidos;balanceHamburguesas
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;1;27;61;61;59,6727;102,6939;0;24;93,4426;78,6885;0;11,7312;8,1897;93,4806;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;1;28;71;71;58,7958;134,2473;0;33;90,1408;76,0563;4,2254;12,125;8,7416;92,4928;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;1;29;70;70;82,6131;147,0987;0;37;95,7143;80;25,7143;11,9445;8,8967;95,3905;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;0;79;79;91,1082;189,1957;0;45;94,9367;78,481;32,9114;11,0597;7,6597;94,8272;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;1;83;83;97,7003;196,1009;0;49;96,3855;87,9518;36,1446;11,2751;8,327;95,3043;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;2;78;78;96,735;172,879;0;45;96,1538;88,4615;35,8974;10,9046;8,7142;94,6233;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;3;66;66;72,6289;127,1626;0;31;96,9697;87,8788;3,0303;10,5277;7,94;94,1775;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;4;69;69;72,1923;128,8071;0;31;97,1014;85,5072;1,4493;10,0558;7,2887;91,1668;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;5;78;78;81,1072;152,6588;0;41;97,4359;85,8974;23,0769;11,2992;9,0881;95,2403;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;6;68;68;65,6694;119,0004;0;33;88,2353;80,8824;0;11,2811;8,853;93,8468;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;7;70;70;56,5669;117,3503;0;28;90;67,1429;0;10,6857;8,407;94,1443;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;8;81;81;95,9865;172,4125;0;48;95,0617;85,1852;38,2716;11,3558;8,4936;96,3653;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;9;65;65;67,3504;125,6129;0;33;98,4615;86,1538;6,1538;10,712;8,4448;93,9931;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;10;67;67;68,6488;124,7153;0;34;88,0597;80,597;11,9403;10,8329;8,6818;92,75;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;11;72;72;79,9925;152,4931;0;38;94,4444;80,5556;18,0556;11,0595;8,5299;94,9608;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;12;58;58;60,4177;114,7758;0;28;93,1034;77,5862;0;11,3255;8,9883;92,8634;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;13;82;82;97,5971;174,0997;0;50;96,3415;87,8049;36,5854;11,4217;8,9711;94,351;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;14;73;73;72,2103;150,5272;0;36;95,8904;76,7123;16,4384;10,6806;8,1212;93,1236;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;15;73;73;72,6406;135,261;0;37;89,0411;79,4521;13,6986;10,6923;8,1436;94,4259;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;16;61;61;73,0096;125,5418;0;30;95,082;80,3279;13,1148;10,5249;7,6249;92,025;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;17;80;80;75,3223;145,5744;0;41;88,75;78,75;22,5;10,5034;7,8359;93,9969;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;18;77;77;93,5279;175,9741;0;43;94,8052;84,4156;33,7662;10,9933;8,269;94,4107;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;19;64;64;62,5223;109,3395;0;31;96,875;81,25;0;10,7558;8,0573;92,5101;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;20;81;81;95,3849;184,2353;0;45;95,0617;88,8889;33,3333;11,2694;8,3642;95,9953;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;21;63;63;56,5405;95,8015;0;27;93,6508;73,0159;0;11,3429;8,6671;94,4911;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;22;69;69;78,7876;131,5468;0;36;94,2029;84,058;14,4928;11,6533;8,7319;95,2443;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;23;92;92;109,4804;209,9081;0;60;96,7391;84,7826;45,6522;11,1024;8,4311;96,7124;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;24;65;65;64,2576;117,6727;0;26;90,7692;75,3846;0;11,4066;8,544;93,0719;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;25;68;68;65,2503;120,9363;0;33;92,6471;82,3529;1,4706;10,4851;7,5335;93,9405;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;26;71;71;73,4213;141,7569;0;34;95,7746;80,2817;12,6761;11,7177;8,8571;94,6365;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;27;61;61;59,5223;101,4147;0;24;91,8033;78,6885;0;10,9071;7,607;94,0923;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;28;71;71;58,4412;132,0177;0;33;87,3239;74,6479;4,2254;11,292;8,1317;93,3112;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;2;29;70;70;82,5639;147,6308;0;37;94,2857;80;25,7143;11,0323;8,2129;95,15;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;0;79;79;91,1347;187,5538;0;45;94,9367;78,481;34,1772;10,7954;7,4788;95,3385;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;1;83;83;97,554;194,6903;0;49;96,3855;87,9518;36,1446;11,0145;8,1335;95,8193;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;2;78;78;96,3449;172,3751;0;45;96,1538;87,1795;35,8974;10,592;8,4619;94,7877;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;3;66;66;72,4149;126,8046;0;31;96,9697;86,3636;3,0303;10,2617;7,7402;94,3148;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;4;69;69;71,9655;128,4979;0;31;97,1014;84,058;1,4493;9,7834;7,0837;91,2823;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;5;78;78;80,9467;152,2833;0;40;96,1538;85,8974;21,7949;10,9815;8,8337;95,2909;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;6;68;68;65,636;118,2663;0;33;88,2353;80,8824;0;11,0063;8,6372;94,1392;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;7;70;70;56,4871;117,1411;0;28;90;67,1429;0;10,4168;8,1937;94,2277;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;8;81;81;95,6505;172,7854;0;48;95,0617;85,1852;37,037;11,0505;8,2657;96,4419;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;9;65;65;66,9707;125,5583;0;34;98,4615;86,1538;6,1538;10,3991;8,1953;94,0147;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;10;67;67;68,6442;124,6097;0;34;88,0597;80,597;10,4478;10,5477;8,454;92,8456;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;11;72;72;79,8414;151,9485;0;38;94,4444;79,1667;18,0556;10,7433;8,2835;94,9698;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;12;58;58;60,3343;111,9921;0;28;93,1034;75,8621;0;11,1341;8,8316;93,975;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;13;82;82;97,5933;173,353;0;50;96,3415;87,8049;35,3659;11,1412;8,7478;94,5934;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;14;73;73;72,1704;150,732;0;36;95,8904;76,7123;16,4384;10,3669;7,8767;93,052;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;15;73;73;72,2815;134,8428;0;37;89,0411;79,4521;13,6986;10,4138;7,9237;94,5576;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;16;61;61;72,8396;125,108;0;31;95,082;80,3279;13,1148;10,2214;7,4077;92,1921;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;17;80;80;75,2656;146,5824;0;41;87,5;78,75;22,5;10,2018;7,6085;93,6408;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;18;77;77;93,4123;176,3311;0;44;94,8052;84,4156;33,7662;10,653;8,0117;94,2958;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;19;64;64;62,2217;108,9335;0;31;96,875;81,25;0;10,465;7,8451;92,6753;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;20;81;81;95,382;184,3996;0;45;98,7654;87,6543;33,3333;10,9232;8,1119;95,9431;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;21;63;63;56,4466;95,8208;0;27;93,6508;74,6032;0;11,0563;8,4487;94,6754;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;22;69;69;78,6965;131,002;0;36;94,2029;84,058;13,0435;11,3597;8,517;95,4514;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;23;92;92;109,1774;209,2603;0;60;95,6522;84,7826;43,4783;10,788;8,1896;96,7192;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;24;65;65;64,2184;117,7485;0;27;90,7692;73,8462;0;11,0915;8,3132;93,0421;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;25;68;68;65,0136;120,9864;0;33;92,6471;82,3529;1,4706;10,2102;7,3374;93,9207;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;26;71;71;73,2181;140,9755;0;34;95,7746;80,2817;12,6761;11,4065;8,62;94,9234;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;27;61;61;59,5521;102,7633;0;24;90,1639;78,6885;0;10,5345;7,3446;93,4513;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;28;71;71;58,2603;131,7932;0;33;87,3239;74,6479;4,2254;10,9884;7,9097;93,3944;0;0
30;36;120;210;2;3;1;4;0,35;0,75;1;corrida;3;29;70;70;82,6324;147,0009;0;37;94,2857;80;25,7143;10,7025;7,9659;94,8331;0;0
